snapshot_date,product_id,store_id,supplier_id,qty_on_hand,qty_on_order,reorder_level,unit_cost
2024-03-23,20570,116,27,243,3,72,44.17
2025-05-30,20415,118,17,165,12,85,152.99
2024-12-22,20294,148,17,114,84,74,122.92
2024-11-17,20133,102,7,340,84,51,40.84
2025-02-20,20339,146,37,278,56,68,94.84
2025-03-15,20310,102,48,93,32,67,94.49
2024-10-03,20141,136,10,85,78,48,133.5
2025-05-28,20183,140,44,86,53,48,45.56
2024-07-31,20515,117,46,490,15,91,190.07
2025-12-23,20234,132,22,357,28,20,249.75
2025-02-14,20394,143,39,95,32,44,212.78
2024-07-20,20275,134,41,231,4,71,192.09
2025-10-30,20188,147,11,399,50,90,118.12
2025-01-21,20148,136,17,419,56,48,222.7
2024-08-10,20396,136,5,323,90,67,135.52
2025-03-27,20190,143,48,245,99,33,59.47
2025-02-01,20206,129,1,450,38,89,207.37
2024-07-14,20351,120,10,103,42,20,196.0
2025-05-12,20364,135,30,101,70,30,238.14
2025-01-27,20284,123,10,248,2,38,6.76
2025-01-13,20116,146,30,498,27,41,213.88
2024-09-02,20016,100,35,163,39,60,203.19
2025-07-31,20505,123,34,159,69,97,173.61
2025-07-07,20000,139,49,362,49,37,212.06
2025-03-11,20386,139,31,411,40,25,24.03
2025-07-24,20542,143,8,472,91,76,59.74
2026-02-26,20372,137,7,331,19,80,215.73
2026-02-24,20151,134,19,199,5,24,141.12
2025-11-05,20196,111,45,88,32,71,156.32
2025-10-12,20201,103,10,414,50,32,37.3
2024-09-07,20450,147,43,356,77,41,63.14
2025-08-27,20420,134,25,270,81,40,73.2
2025-07-03,20066,139,47,20,8,40,102.92
2025-06-30,20225,102,46,426,44,54,234.35
2024-12-18,20219,105,23,235,85,60,83.38
2024-04-05,20479,125,47,132,63,39,112.56
2025-09-20,20149,132,33,142,3,83,149.78
2025-10-17,20016,125,45,364,37,70,225.85
2025-09-24,20555,137,14,261,33,40,171.92
2025-03-14,20515,102,3,482,42,88,153.24
2024-06-03,20507,118,21,252,28,52,94.06
2025-07-10,20457,140,44,68,16,97,115.93
2025-09-19,20111,118,20,458,57,59,75.07
2025-12-25,20188,108,49,405,8,20,8.5
2024-06-09,20564,131,35,160,40,45,87.11
2024-05-25,20328,141,4,124,28,49,206.81
2024-06-28,20065,133,39,101,84,85,172.15
2025-12-05,20425,113,39,136,52,49,139.95
2025-07-25,20429,115,11,372,47,47,113.17
2024-04-09,20464,133,35,221,63,63,65.0
2024-10-27,20169,145,6,246,48,91,14.0
2025-11-19,20555,100,50,63,46,35,11.75
2025-04-16,20443,149,8,387,82,51,142.41
2026-02-04,20393,106,16,9,88,96,230.82
2026-03-05,20332,134,7,430,12,22,248.95
2025-01-10,20164,113,31,80,77,39,61.78
2025-07-28,20108,110,36,441,3,85,202.59
2025-04-15,20183,114,5,82,9,93,47.73
2025-09-07,20030,139,41,345,11,93,123.54
2026-02-14,20322,145,40,314,100,39,157.55
2025-05-20,20289,123,22,43,51,75,116.11
2025-10-02,20509,127,47,412,56,47,117.01
2024-11-13,20031,139,46,266,46,23,111.29
2024-11-18,20468,108,6,274,52,48,15.2
2025-06-07,20489,115,26,403,64,26,63.2
2025-06-19,20018,111,2,406,21,26,136.94
2025-07-22,20304,137,14,264,16,27,194.41
2025-11-12,20049,101,21,248,23,38,21.2
2025-08-24,20101,121,1,430,1,44,15.12
2024-06-09,20019,129,20,241,80,28,104.25
2026-02-08,20572,136,18,139,38,41,79.18
2024-03-29,20583,141,50,49,89,64,108.74
2024-07-22,20246,104,31,146,31,89,191.93
2025-08-11,20227,144,45,134,42,50,171.44
2024-11-12,20532,135,17,255,28,98,126.34
2024-06-29,20222,142,15,439,55,39,159.94
2025-01-06,20463,147,16,498,13,39,87.88
2024-06-03,20050,125,35,126,64,26,30.28
2026-01-16,20040,100,13,29,81,97,46.59
2025-04-21,20189,142,24,62,78,62,32.29
2025-04-13,20551,103,46,36,62,54,35.29
2024-04-28,20100,121,38,372,90,25,137.14
2025-01-21,20341,123,14,356,61,48,227.53
2024-03-23,20188,116,8,55,48,26,177.68
2025-11-11,20369,123,31,148,64,32,10.47
2024-05-12,20414,143,36,412,39,96,112.78
2024-09-10,20527,141,20,111,60,38,172.51
2025-09-25,20590,127,35,217,43,47,203.04
2025-09-01,20114,133,21,466,41,96,199.66
2025-09-19,20116,141,16,378,50,38,141.92
2025-10-29,20163,149,39,349,48,98,214.29
2025-08-02,20440,133,31,205,78,73,141.83
2024-12-29,20593,144,3,375,65,75,147.74
2024-12-26,20320,128,38,152,10,49,206.7
2024-11-18,20142,117,3,327,4,57,32.36
2025-12-10,20243,147,49,54,2,90,117.17
2025-07-26,20115,149,6,135,11,27,83.68
2024-05-22,20237,102,24,493,41,80,62.22
2025-01-20,20460,147,19,241,8,81,101.38
2024-04-03,20119,119,13,112,41,46,7.53
2024-12-19,20313,127,36,280,54,35,214.55
2024-05-15,20130,125,25,248,5,71,141.1
2025-11-21,20441,136,3,193,47,96,125.03
2025-11-02,20391,122,10,40,0,28,88.11
2026-01-26,20115,101,13,409,92,45,96.62
2024-08-14,20373,107,20,386,61,78,34.96
2025-06-09,20328,113,47,148,71,45,54.25
2025-04-19,20094,121,6,332,37,44,144.59
2025-10-27,20256,125,26,433,40,36,185.42
2024-07-31,20567,149,11,412,35,38,214.77
2024-05-18,20290,108,37,329,82,52,199.42
2025-05-07,20074,116,7,303,31,59,75.83
2024-08-31,20013,139,3,386,24,22,143.69
2024-11-03,20062,128,50,42,17,98,59.56
2026-02-06,20238,140,32,463,23,86,248.36
2024-09-13,20044,144,17,334,98,26,116.95
2024-08-05,20170,115,26,113,39,79,86.42
2025-04-23,20312,128,31,118,40,35,26.68
2024-03-29,20135,119,21,191,68,36,196.16
2024-05-21,20012,145,30,99,68,42,192.59
2026-03-01,20492,148,36,377,38,75,79.35
2026-01-28,20574,103,23,15,63,45,112.26
2025-06-14,20537,140,23,479,91,58,189.47
2025-08-01,20198,115,45,336,77,42,157.65
2024-09-03,20115,110,7,227,87,58,225.81
2025-08-01,20352,128,5,219,84,89,235.01
2024-08-26,20093,123,8,107,62,91,204.96
2026-01-03,20578,123,1,173,99,86,25.13
2025-04-14,20332,139,45,182,15,45,206.65
2025-08-02,20460,105,34,181,29,62,175.57
2024-04-18,20591,116,33,168,34,52,69.12
2025-11-02,20550,130,22,57,2,85,151.61
2024-06-11,20388,137,29,88,58,74,138.98
2025-05-11,20081,108,31,441,0,51,27.21
2025-12-21,20225,105,50,39,64,71,215.71
2024-08-18,20485,141,50,28,86,80,164.04
2024-08-18,20229,143,39,178,94,81,207.24
2026-01-24,20216,143,22,495,8,92,166.23
2025-07-05,20191,137,27,416,88,64,135.9
2025-05-30,20468,147,2,438,1,55,249.87
2024-06-08,20047,100,1,339,85,88,50.2
2025-04-19,20228,119,11,486,21,92,27.63
2024-10-29,20089,105,37,476,36,27,116.39
2026-02-18,20444,111,16,213,49,43,16.02
2024-05-13,20401,139,22,91,24,91,201.22
2025-10-10,20426,107,17,362,93,63,160.34
2024-07-24,20406,147,22,214,49,45,225.42
2025-08-23,20421,148,10,0,31,73,100.6
2025-10-15,20155,112,2,466,30,72,114.35
2025-02-16,20588,127,10,396,35,76,27.44
2025-10-03,20214,117,38,165,61,83,139.64
2024-10-17,20589,115,43,145,50,22,159.75
2024-05-31,20533,114,33,199,75,79,208.48
2025-03-26,20540,122,38,124,76,56,5.44
2025-06-05,20593,109,38,143,85,94,143.15
2025-11-16,20151,145,47,153,90,98,122.76
2026-01-13,20169,140,9,205,31,72,223.54
2025-11-01,20494,114,39,324,32,84,171.47
2024-07-22,20455,109,37,281,72,34,172.69
2026-02-03,20228,142,3,181,88,71,183.62
2024-07-06,20304,107,37,426,82,29,223.37
2024-07-20,20071,147,9,134,68,47,122.28
2025-02-02,20024,131,9,142,53,31,200.85
2026-03-03,20359,103,16,266,10,96,112.75
2024-04-09,20580,135,30,131,43,24,93.79
2025-08-15,20318,113,5,438,93,38,140.51
2025-04-12,20061,125,9,211,29,49,33.63
2025-07-25,20032,110,19,208,48,34,249.38
2024-03-19,20403,130,18,417,23,39,68.76
2025-03-30,20507,131,2,126,86,49,188.14
2026-01-19,20385,119,14,202,70,66,18.78
2024-11-19,20405,136,1,117,57,93,190.64
2024-06-15,20530,143,2,438,91,64,181.27
2024-07-22,20111,135,40,407,2,20,102.13
2024-11-26,20202,141,3,217,66,59,132.61
2025-10-24,20455,137,35,296,42,53,215.45
2025-10-12,20090,141,29,455,1,79,148.0
2024-11-09,20074,103,38,209,84,34,82.66
2025-04-03,20242,145,31,282,93,41,64.91
2024-03-28,20203,131,18,113,34,79,7.09
2024-12-22,20151,143,26,157,13,85,230.14
2025-09-04,20281,130,20,105,4,58,217.33
2025-04-28,20131,116,12,406,9,23,82.38
2025-05-08,20451,107,2,231,65,34,183.78
2025-04-08,20359,127,49,286,87,88,97.88
2024-08-10,20354,140,29,445,30,46,25.85
2026-01-05,20198,109,23,374,29,49,54.67
2026-02-01,20513,129,16,101,39,85,123.59
2024-10-08,20108,132,38,87,27,78,65.87
2025-10-29,20146,141,13,249,92,73,12.13
2024-10-05,20388,108,24,473,87,51,67.9
2024-11-24,20014,131,7,173,62,37,203.26
2024-08-30,20534,116,4,264,45,70,95.78
2025-06-02,20218,121,24,175,30,83,166.37
2025-08-17,20047,130,37,271,13,86,99.57
2025-12-07,20168,143,35,476,73,80,28.33
2024-06-17,20038,139,16,368,28,87,225.38
2024-08-18,20267,103,44,195,39,23,244.97
2025-10-12,20229,138,20,330,76,64,154.1
2024-10-18,20255,141,41,163,46,87,120.41
2024-09-02,20482,142,25,304,50,29,73.84
2026-01-30,20531,103,45,158,80,30,81.67
2025-05-03,20039,114,38,63,49,70,8.39
2024-12-25,20471,145,5,159,99,67,158.51
2025-08-22,20130,104,14,30,27,24,218.75
2026-01-12,20567,115,24,297,30,55,193.89
2025-08-16,20362,145,22,212,48,21,84.51
2024-12-16,20117,137,37,123,76,55,122.06
2026-02-28,20448,110,19,326,77,32,232.71
2026-02-21,20363,104,12,269,77,20,93.98
2026-02-14,20225,141,16,83,56,85,105.54
2024-04-24,20358,105,26,4,37,68,59.23
2024-08-15,20557,137,18,229,96,88,169.53
2024-06-30,20557,141,7,340,100,70,155.15
2024-04-24,20273,147,31,136,40,64,28.04
2025-08-20,20231,103,12,182,77,31,65.31
2024-11-14,20156,141,32,426,100,72,148.99
2024-08-22,20191,102,39,8,40,78,19.42
2026-02-17,20576,124,24,268,29,55,144.51
2025-11-26,20178,120,46,494,64,61,142.62
2025-10-01,20128,127,16,500,10,77,149.84
2025-01-27,20422,100,50,405,28,73,115.3
2025-04-09,20047,142,12,483,95,37,147.15
2025-03-23,20432,105,43,244,16,48,206.79
2025-04-24,20115,134,27,366,25,73,186.91
2025-09-10,20264,136,45,40,27,26,79.94
2024-08-25,20301,148,13,462,86,84,127.98
2024-03-30,20387,123,6,211,50,24,67.58
2024-04-15,20237,130,6,264,8,50,216.26
2026-02-05,20017,106,14,343,17,33,167.97
2025-06-28,20561,137,16,50,81,93,40.59
2024-12-26,20255,145,5,41,85,66,172.74
2025-06-23,20093,132,23,398,95,37,161.98
2024-12-05,20381,118,45,32,41,51,175.17
2025-04-17,20468,139,49,233,6,43,127.05
2025-07-28,20457,127,12,430,93,33,181.21
2024-10-15,20257,142,16,110,23,56,169.22
2025-04-08,20325,131,31,482,26,69,240.16
2024-08-26,20477,102,33,487,37,22,181.16
2024-08-15,20069,109,39,377,51,44,62.9
2025-02-15,20364,131,18,22,21,25,139.36
2025-09-25,20150,108,34,254,66,42,159.96
2026-02-06,20355,136,31,496,33,30,70.65
2024-12-04,20198,114,38,64,52,56,187.22
2025-10-21,20542,126,25,168,24,84,54.59
2025-07-15,20493,135,14,214,42,30,68.76
2025-08-20,20584,146,9,167,86,24,30.55
2024-07-21,20559,127,18,232,94,75,69.67
2026-01-09,20016,109,41,150,36,89,163.47
2024-07-27,20589,105,3,202,90,46,148.27
2025-01-25,20206,106,31,93,56,42,22.56
2024-06-05,20140,108,10,449,62,85,21.96
2025-07-10,20133,101,8,241,36,36,22.03
2025-08-11,20284,136,12,495,9,71,197.44
2024-12-28,20521,105,18,275,2,84,26.95
2024-04-25,20501,104,12,85,13,59,247.83
2025-01-05,20512,143,50,192,64,83,103.29
2026-01-13,20082,137,41,68,72,86,231.32
2024-10-27,20530,131,40,363,39,99,30.15
2026-02-04,20362,146,33,276,27,23,232.28
2025-04-05,20338,113,20,82,36,82,98.64
2025-09-12,20095,101,21,138,59,73,161.98
2024-08-27,20081,119,50,446,65,36,121.91
2024-03-18,20333,121,4,25,87,99,97.94
2025-12-21,20086,103,7,53,43,41,25.91
2025-12-31,20444,105,31,338,68,64,179.88
2025-06-09,20133,148,47,423,15,61,168.45
2024-08-07,20131,149,39,46,30,77,194.33
2024-08-09,20074,149,19,132,80,43,172.4
2025-07-01,20257,129,26,272,19,58,119.9
2024-04-29,20448,110,2,413,45,63,36.56
2025-04-03,20371,110,24,226,38,55,190.66
2024-11-17,20042,138,50,252,13,28,124.57
2025-04-07,20391,112,46,394,72,95,52.57
2025-09-20,20499,101,23,300,27,25,127.59
2025-12-09,20359,132,10,475,9,50,160.44
2026-01-09,20480,144,15,311,17,76,100.18
2025-05-15,20375,135,43,361,53,38,43.37
2025-12-07,20548,108,30,402,65,78,118.42
2025-08-26,20349,147,19,419,92,42,208.97
2024-08-09,20061,103,42,92,40,78,206.9
2025-08-27,20480,108,50,44,47,28,10.77
2025-05-17,20122,149,9,400,46,75,196.87
2025-08-28,20506,125,43,12,80,49,204.91
2025-08-24,20093,101,27,52,22,43,135.83
2024-07-23,20262,137,19,235,74,43,157.43
2025-05-27,20230,145,10,22,70,76,211.8
2024-10-05,20547,123,15,341,94,56,5.49
2024-08-18,20439,137,21,276,15,31,7.25
2025-08-31,20472,137,40,320,20,46,24.35
2024-12-30,20342,124,13,174,69,63,146.83
2026-02-21,20449,137,39,339,80,27,164.3
2024-10-07,20429,141,37,202,78,36,140.05
2025-03-09,20276,103,23,270,15,96,107.13
2024-11-28,20581,138,19,310,9,40,151.26
2025-06-17,20050,111,17,166,98,83,235.8
2025-03-27,20106,140,5,407,92,23,153.1
2024-09-26,20362,134,18,4,6,75,183.85
2025-01-01,20257,121,23,223,57,65,76.54
2024-09-12,20401,101,40,87,88,87,131.89
2024-11-22,20428,134,29,368,13,49,142.61
2024-08-30,20229,104,26,317,53,65,95.84
2025-01-10,20594,115,34,163,82,94,203.21
2026-02-10,20094,133,6,63,6,67,240.98
2026-01-13,20397,132,41,459,99,21,128.58
2024-03-30,20449,118,25,435,23,91,83.15
2025-07-21,20524,111,23,345,29,88,192.41
2024-12-21,20209,141,4,184,99,26,9.44
2026-01-01,20478,138,17,399,7,84,215.18
2024-12-16,20213,106,26,253,82,37,191.03
2024-08-17,20447,100,23,473,26,79,128.44
2024-07-01,20135,125,26,492,34,61,65.86
2026-02-07,20563,139,36,486,27,48,7.15
2025-12-09,20204,117,18,279,41,20,20.88
2024-08-07,20568,133,6,312,25,63,191.87
2025-06-28,20060,103,45,153,64,26,121.7
2024-10-18,20164,138,20,77,68,91,122.64
2025-04-30,20149,143,13,243,69,61,221.15
2024-04-29,20205,126,14,164,46,66,128.76
2025-05-29,20301,106,17,254,33,99,70.11
2025-08-27,20420,135,17,209,24,75,63.79
2026-01-09,20005,105,50,388,89,77,244.19
2024-12-25,20016,133,23,190,2,92,35.89
2025-09-18,20224,134,2,189,33,50,187.51
2024-04-13,20263,133,11,338,2,54,138.03
2024-11-02,20170,137,36,363,93,33,184.43
2025-07-20,20051,148,45,267,79,65,244.3
2024-07-08,20094,103,35,314,54,92,205.91
2024-12-22,20192,131,17,70,28,53,52.0
2025-07-01,20256,142,43,480,86,34,146.32
2024-08-05,20221,149,12,387,37,91,146.75
2025-11-05,20012,126,40,434,26,44,219.47
2026-02-22,20144,100,1,470,14,63,135.37
2025-01-20,20471,134,43,117,2,98,241.49
2024-11-08,20440,141,24,365,28,28,177.27
2024-05-07,20506,143,50,471,62,26,172.43
2025-04-17,20161,133,45,462,71,68,44.74
2025-02-23,20125,147,48,213,45,33,233.03
2025-06-19,20354,120,37,140,63,66,135.15
2025-02-04,20311,109,10,9,2,82,199.32
2026-02-16,20064,125,8,422,35,62,23.08
2025-03-14,20487,139,9,497,100,91,89.38
2024-05-26,20100,136,3,406,14,41,242.74
2025-03-28,20245,139,37,131,57,31,127.36
2025-09-24,20405,135,28,40,4,24,7.34
2024-12-08,20498,132,50,389,47,28,129.47
2026-02-11,20483,136,16,477,8,75,27.98
2025-02-17,20550,120,35,394,68,58,129.35
2025-06-24,20541,133,48,157,81,66,86.1
2025-03-08,20102,104,21,389,11,54,82.71
2025-07-24,20477,132,4,450,42,26,199.43
2025-07-17,20135,104,50,106,48,28,214.77
2024-07-31,20208,115,21,459,25,74,231.51
2025-07-15,20093,114,15,400,75,24,156.79
2025-08-23,20403,149,21,251,24,25,205.22
2025-03-28,20028,121,2,304,66,56,45.26
2024-03-14,20297,101,16,136,6,27,218.4
2024-12-28,20078,117,5,63,73,44,112.55
2024-07-04,20427,110,8,59,34,84,200.5
2025-05-24,20156,122,4,314,87,85,18.42
2024-03-17,20425,130,43,321,36,55,75.86
2024-04-14,20397,125,25,3,61,97,46.44
2026-03-07,20323,141,10,169,12,26,65.48
2025-03-17,20194,144,35,179,44,42,17.82
2025-08-12,20241,145,23,451,40,75,185.38
2025-09-29,20468,111,41,237,22,70,116.82
2025-05-05,20246,131,6,229,18,52,111.68
2025-12-04,20032,141,9,323,94,74,211.78
2024-04-02,20013,141,6,52,4,49,14.1
2024-12-09,20090,117,40,11,37,32,16.35
2026-02-07,20483,132,33,335,11,55,107.36
2025-03-03,20156,140,12,137,58,58,57.52
2025-12-09,20172,135,9,50,23,92,166.06
2026-01-07,20452,118,43,342,87,24,107.92
2024-05-09,20597,120,27,303,40,94,140.19
2026-01-20,20276,139,12,465,99,73,196.23
2025-11-27,20518,125,6,447,6,61,161.62
2024-06-30,20144,105,3,280,77,63,240.21
2024-10-03,20420,139,29,361,24,41,164.68
2025-08-14,20551,140,34,273,16,86,185.59
2025-06-03,20518,114,15,332,44,88,216.15
2025-08-18,20118,122,31,206,92,34,133.51
2024-10-24,20254,135,18,458,2,57,85.79
2024-08-12,20054,128,9,89,95,28,30.6
2025-12-04,20208,144,28,498,17,54,67.17
2024-06-16,20269,119,48,420,26,21,23.8
2025-04-10,20468,149,30,295,92,38,153.67
2024-03-27,20510,148,22,39,23,44,217.87
2024-10-21,20364,140,30,228,86,89,169.43
2024-12-30,20339,123,38,352,80,87,115.58
2025-12-19,20207,120,50,312,44,20,175.72
2024-11-20,20390,147,1,145,57,82,98.13
2025-07-30,20219,120,21,328,19,97,132.86
2024-09-29,20182,149,29,76,54,35,38.52
2024-07-30,20041,105,15,426,83,54,232.06
2024-05-26,20141,103,27,316,81,66,40.67
2025-08-15,20031,141,2,435,58,33,36.39
2026-03-01,20179,137,31,25,13,38,197.23
2024-07-01,20045,136,27,5,4,77,169.14
2024-09-23,20395,105,34,422,0,50,194.72
2025-04-21,20496,128,47,33,20,80,37.82
2026-02-05,20376,125,39,355,52,84,196.03
2024-07-18,20130,114,30,383,80,54,6.97
2025-11-14,20357,114,26,386,17,32,51.72
2024-07-06,20153,119,10,286,59,61,91.16
2024-09-16,20410,103,33,369,22,58,207.06
2025-08-03,20219,105,49,440,35,91,59.77
2024-08-16,20572,113,37,454,55,65,6.33
2024-06-09,20205,146,7,237,1,41,28.65
2025-12-28,20149,102,23,376,42,91,19.91
2025-01-20,20138,102,20,293,2,43,148.9
2026-01-10,20327,107,19,57,40,25,184.94
2025-10-10,20472,102,11,400,62,78,10.56
2025-04-07,20131,110,17,488,95,100,142.54
2024-08-09,20418,101,3,188,21,78,171.03
2025-04-04,20593,112,3,113,93,43,29.58
2025-12-20,20449,118,32,230,74,69,134.33
2024-07-20,20228,118,33,330,0,36,45.34
2025-10-24,20506,124,34,197,83,68,78.85
2024-11-07,20115,100,36,49,78,79,230.5
2024-12-10,20257,142,4,376,68,24,201.75
2024-08-15,20234,141,38,215,70,52,34.47
2025-05-22,20568,111,45,242,69,76,236.21
2024-04-22,20457,131,26,445,84,59,175.27
2024-08-25,20540,133,35,495,97,63,113.01
2025-05-30,20568,145,37,223,96,80,39.76
2025-02-23,20015,148,7,356,32,49,90.56
2025-02-15,20356,136,25,40,55,88,203.59
2024-07-17,20392,147,38,300,63,60,29.83
2025-04-19,20446,132,12,448,84,47,25.16
2025-11-11,20141,144,10,190,50,56,20.08
2025-06-23,20411,119,48,492,95,27,237.04
2024-07-03,20346,100,28,12,74,61,179.22
2024-11-16,20497,126,33,430,80,94,38.34
2024-12-15,20252,108,32,202,27,78,201.48
2025-01-14,20546,116,41,79,61,78,239.28
2025-06-05,20214,133,22,213,89,43,77.41
2024-03-27,20178,136,44,167,74,57,14.59
2025-05-15,20407,138,33,175,67,87,95.5
2026-01-17,20002,139,40,372,16,63,110.56
2025-01-07,20072,111,2,425,55,73,95.12
2024-04-16,20215,149,4,392,3,59,91.0
2026-02-01,20579,147,34,85,72,57,59.66
2026-01-15,20150,109,4,116,89,76,66.72
2025-09-26,20481,131,7,193,91,40,73.05
2024-07-25,20076,112,31,9,19,92,25.63
2024-07-17,20201,135,45,153,20,49,89.67
2024-05-19,20436,128,21,111,94,92,110.44
2024-09-14,20559,137,45,341,99,58,199.99
2024-09-29,20054,128,22,324,52,63,127.72
2025-12-09,20329,115,32,387,59,75,102.45
2024-06-25,20388,120,15,106,4,66,19.27
2024-08-06,20215,116,38,180,13,98,132.05
2025-09-29,20505,138,45,221,95,53,178.26
2025-07-11,20026,104,43,150,14,28,175.21
2024-11-29,20590,129,29,244,86,100,249.15
2024-05-29,20155,116,40,65,94,81,43.89
2025-01-15,20291,146,22,182,42,67,150.47
2024-06-27,20101,101,15,58,59,39,36.48
2025-04-03,20371,139,37,116,3,32,219.89
2025-12-21,20538,109,25,454,25,49,227.92
2025-11-08,20481,101,18,431,36,54,30.76
2024-04-21,20267,126,22,424,10,97,187.9
2025-10-16,20239,119,32,189,82,38,207.03
2026-01-27,20399,130,35,386,50,64,72.66
2025-07-29,20135,100,23,115,40,39,6.88
2025-02-14,20219,113,46,292,64,53,87.35
2025-07-31,20180,119,37,309,25,77,121.09
2025-08-08,20433,117,29,355,26,53,131.51
2024-03-25,20130,137,22,158,27,65,182.77
2025-01-28,20078,126,13,89,40,28,36.58
2025-09-10,20500,125,24,183,7,73,94.81
2024-11-09,20420,104,23,347,99,20,206.05
2024-08-19,20499,121,38,466,82,78,194.23
2025-03-10,20224,115,41,117,36,86,168.46
2025-02-25,20159,111,11,68,50,88,120.21
2024-04-28,20483,113,13,329,32,94,67.36
2025-05-12,20549,104,43,177,33,57,123.38
2024-07-09,20382,123,31,146,54,54,29.78
2026-01-26,20088,115,27,131,38,85,182.92
2024-05-06,20290,134,36,280,94,50,231.85
2025-05-10,20356,115,16,385,18,85,41.16
2025-09-30,20025,149,44,296,22,24,134.74
2024-08-11,20348,121,49,280,23,83,214.7
2024-06-22,20344,132,3,386,88,39,167.97
2025-12-10,20018,114,17,145,88,81,126.87
2024-07-06,20376,111,7,145,55,64,143.24
2025-08-15,20511,103,39,356,46,35,37.64
2026-02-06,20494,125,37,205,44,91,6.88
2024-12-25,20149,149,42,279,48,20,166.31
2025-01-25,20048,139,29,190,7,99,14.53
2025-12-10,20455,147,13,92,26,98,233.18
2024-12-07,20512,119,34,497,78,72,69.85
2025-12-18,20147,114,33,425,82,81,191.2
2024-09-03,20383,131,34,249,53,29,160.17
2024-04-30,20036,149,30,322,16,88,106.37
2024-12-17,20238,137,29,442,44,93,49.83
2025-01-29,20299,129,31,33,79,45,162.8
2025-03-24,20524,134,35,107,55,97,32.44
2025-01-13,20133,147,21,206,8,49,188.94
2024-10-28,20099,107,40,232,12,23,105.18
2024-06-11,20023,104,36,382,92,91,85.77
2024-12-06,20484,136,37,28,74,90,178.3
2025-11-08,20215,121,35,314,8,66,165.37
2025-01-12,20249,142,31,362,51,68,196.68
2024-08-21,20335,144,49,19,78,39,103.23
2025-10-08,20413,125,31,155,87,87,199.25
2025-06-14,20524,142,12,248,17,74,162.96
2024-10-12,20512,115,9,6,48,21,69.74
2025-03-14,20443,142,3,101,74,62,242.82
2025-05-21,20380,135,47,366,43,73,21.27
2025-01-18,20202,138,37,39,10,28,27.43
2025-12-18,20444,138,33,270,96,39,52.68
2025-02-19,20477,121,6,463,96,86,125.72
2026-02-22,20076,107,9,323,50,27,80.33
2024-12-09,20185,115,36,471,99,24,168.52
2024-10-29,20447,142,31,107,67,66,114.14
2025-09-08,20536,110,23,442,47,24,180.58
2024-09-16,20078,138,27,268,11,27,201.8
2025-04-05,20123,102,13,8,21,97,57.45
2026-03-10,20555,143,33,94,24,40,95.3
2025-05-26,20494,117,5,231,69,31,74.65
2024-05-11,20025,133,7,169,4,87,171.95
2025-04-10,20446,128,9,161,39,59,149.24
2024-05-09,20583,105,14,119,98,89,87.8
2025-03-26,20588,112,10,187,76,33,215.81
2024-04-25,20214,105,11,210,29,49,221.33
2025-08-05,20365,133,23,437,61,92,139.07
2025-07-03,20458,136,13,250,64,88,192.29
2026-02-25,20357,118,44,255,95,30,76.2
2025-04-01,20590,125,39,448,66,43,122.12
2025-06-07,20041,140,29,266,29,40,156.05
2025-08-27,20017,104,39,356,29,71,176.33
2025-12-09,20121,105,23,404,5,30,40.29
2025-02-01,20374,134,30,22,62,21,221.51
2025-10-11,20331,127,28,27,53,57,46.97
2025-10-27,20054,109,44,343,20,61,94.08
2024-10-11,20587,136,28,169,24,89,36.71
2024-04-10,20315,120,20,299,97,97,95.46
2026-02-19,20364,119,34,120,56,42,191.66
2026-01-19,20255,126,42,391,60,96,115.83
2025-05-31,20398,147,24,471,78,44,67.99
2024-12-08,20469,131,12,491,62,23,222.64
2026-01-31,20310,122,9,80,40,38,182.99
2024-10-18,20142,121,40,382,84,60,53.21
2025-01-12,20256,121,40,289,72,100,47.54
2025-11-13,20451,131,35,46,39,42,147.07
2025-05-04,20548,101,9,483,70,59,43.68
2024-06-02,20065,104,7,226,29,36,206.34
2024-05-09,20033,142,18,44,56,74,186.61
2024-04-21,20280,149,4,113,29,76,64.56
2025-06-14,20203,128,50,14,39,53,209.93
2025-06-17,20564,124,43,97,61,99,158.94
2025-07-22,20034,144,15,105,36,71,93.17
2026-01-23,20062,127,43,147,8,72,203.79
2025-03-24,20029,134,11,49,7,67,156.65
2024-06-25,20238,129,6,439,100,88,166.51
2025-11-05,20180,131,25,304,51,28,202.74
2025-09-08,20140,136,10,241,88,78,124.3
2024-03-30,20521,137,22,320,41,26,210.1
2024-06-22,20199,136,50,64,95,80,234.11
2025-06-06,20594,134,13,396,6,64,25.3
2025-10-19,20497,108,50,342,56,20,26.71
2024-06-18,20164,140,34,378,10,48,212.63
2025-02-01,20582,103,5,90,71,96,9.65
2025-12-12,20173,114,41,150,0,65,214.19
2024-07-08,20076,131,7,449,24,67,140.14
2026-01-24,20526,142,14,288,41,28,105.98
2025-01-20,20027,110,7,303,44,37,203.41
2025-08-01,20430,145,50,256,27,93,42.33
2026-02-15,20050,122,28,261,86,88,206.78
2025-08-26,20279,103,28,326,68,22,249.11
2025-03-13,20199,143,29,77,9,34,76.78
2024-03-31,20541,104,25,57,38,67,135.97
2025-01-03,20046,102,23,387,5,39,30.88
2025-08-22,20359,134,2,88,26,77,229.13
2025-11-20,20116,142,25,203,12,73,202.18
2024-07-16,20361,113,24,183,12,58,22.77
2024-10-27,20576,119,17,54,94,45,26.76
2024-08-11,20319,140,41,490,8,61,144.71
2024-03-17,20584,148,11,404,43,48,67.73
