sales_id,transaction_id,customer_sk,product_sk,date_sk,campaign_sk,store_sk,employee_sk,promotion_sk,quantity,unit_price,discount_amount,tax_amount,total_amount,margin_amount,payment_method,shipping_method,region
546,TXN-132764,2807,158,2239,37,3,371,,9,410.61,36.9549,292.682808,3951.217908,1558.1151,PayPal,Store Pickup,Central
547,TXN-132969,1723,403,2239,38,28,240,,12,282.44,643.9631999999999,219.62534399999998,2964.9421439999996,359.2367999999997,Apple Pay,Express,North
548,TXN-133168,339,100,2239,9,8,11,,4,82.16,32.864,23.66208,319.43808,167.096,Bank Transfer,Standard,East
549,TXN-133582,520,411,2239,41,35,149,,14,68.36,86.13359999999999,69.672512,940.578912,-1937.3536000000004,Bank Transfer,Standard,North
550,TXN-134255,2364,395,2239,26,36,313,,5,100.96,106.00799999999998,31.90336,430.69536,343.24199999999996,Google Pay,Overnight,East
551,TXN-134472,2682,376,2239,25,28,318,,13,66.87,217.32750000000001,52.15860000000001,704.1411,-1817.6275,Apple Pay,Standard,South
552,TXN-135456,805,535,2239,30,49,192,,8,378.7,454.44,206.0128,2781.1728,882.4399999999998,Apple Pay,Overnight,West
553,TXN-135871,606,24,2239,45,20,333,,10,257.9,103.16,198.0672,2673.9072,1031.9400000000003,Bank Transfer,Standard,Central
554,TXN-135901,1388,192,2239,22,34,448,,5,377.05,320.4925,125.1806,1689.9380999999998,889.4075,Credit Card,Standard,Central
555,TXN-136488,2717,590,2239,22,15,219,,15,377.4,1188.81,357.77520000000004,4829.965200000001,2432.7900000000004,Google Pay,Store Pickup,West
556,TXN-136493,2850,529,2239,7,45,67,,13,392.64,918.7775999999999,334.84339200000005,4520.385792,1584.8924000000002,Bank Transfer,Express,South
557,TXN-136663,2828,497,2239,38,26,108,,2,460.38,18.4152,72.187584,974.532384,602.2248,Credit Card,Store Pickup,Central
558,TXN-137022,2302,117,2239,14,28,229,,9,398.25,215.05499999999998,269.53560000000004,3638.7306000000003,2991.375,Bank Transfer,Express,South
559,TXN-137847,2138,543,2239,7,12,324,,2,110.13,11.013,16.73976,225.98675999999998,-133.833,Apple Pay,Store Pickup,West
560,TXN-138054,872,151,2239,1,15,161,,4,39.63,1.5852000000000002,12.554784000000001,169.48958400000004,-707.8652,Credit Card,Express,North
561,TXN-138358,2513,333,2239,30,38,146,,10,455.98,227.99,346.54480000000007,4678.3548,2784.2100000000005,Credit Card,Standard,South
562,TXN-138781,1828,60,2239,17,13,165,,3,358.63,64.5534,80.906928,1092.243528,326.70659999999987,Bank Transfer,Overnight,West
563,TXN-141554,1123,32,2239,23,20,290,,6,463.49,166.8564,209.126688,2823.2102879999998,1486.3236,Credit Card,Store Pickup,East
564,TXN-141596,1477,80,2239,1,25,467,,14,71.04,258.5856,58.87795200000001,794.8523520000001,332.0744,Apple Pay,Express,East
565,TXN-141889,1894,320,2239,14,36,333,,3,149.27,111.95250000000001,26.868600000000008,362.7261000000001,118.1475000000001,Credit Card,Overnight,Central
566,TXN-142143,2083,206,2239,27,21,441,,11,453.91,649.0913,347.51349600000003,4691.432196,3948.0287000000003,PayPal,Overnight,West
567,TXN-142318,527,451,2239,7,46,41,,11,389.7,857.34,274.3488,3703.7087999999994,1931.2699999999998,PayPal,Store Pickup,Central
568,TXN-143052,65,321,2239,24,12,143,,5,151.6,37.9,57.608000000000004,777.7080000000001,133.64999999999998,Apple Pay,Store Pickup,South
569,TXN-143763,1034,290,2239,29,33,400,,14,365.31,971.7246,331.40923200000003,4474.024632000001,3531.7954000000004,Google Pay,Store Pickup,North
570,TXN-143872,1602,586,2239,49,3,174,,7,164.72,207.54719999999998,75.639424,1021.132224,216.44279999999992,PayPal,Overnight,East
571,TXN-144903,1434,554,2239,41,3,438,,5,342.12,256.59,116.3208,1570.3308,1007.91,Bank Transfer,Store Pickup,East
572,TXN-144924,190,487,2239,48,17,297,,2,117.3,2.346,18.58032,250.83432,-74.04600000000002,Credit Card,Store Pickup,North
573,TXN-145249,1945,277,2239,2,11,156,,13,403.31,52.430299999999995,415.247976,5605.847675999999,3262.5697,PayPal,Overnight,West
574,TXN-147096,192,273,2239,20,32,342,,15,361.67,868.008,364.56336000000005,4921.6053600000005,962.8920000000003,Google Pay,Store Pickup,Central
575,TXN-147178,521,476,2239,32,21,356,,3,38.31,3.4479,8.918568,120.400668,-251.66789999999997,Apple Pay,Store Pickup,North
576,TXN-147757,2367,301,2239,31,35,389,,3,399.96,83.9916,89.27107199999999,1205.1594719999998,1017.9983999999998,Bank Transfer,Store Pickup,Central
577,TXN-148010,1965,521,2239,20,25,138,,15,64.34,48.255,73.3476,990.1926000000001,-1675.905,PayPal,Store Pickup,Central
578,TXN-148391,1331,292,2239,8,45,475,,4,364.13,43.6956,113.025952,1525.850352,742.0244,Google Pay,Express,Central
579,TXN-148754,2954,281,2239,21,11,94,,9,84.01,226.827,42.34104000000001,571.60404,255.93300000000005,Apple Pay,Standard,East
580,TXN-100835,2885,49,2240,46,36,50,,13,107.75,112.06,103.0952,1391.7852,-52.25999999999999,PayPal,Express,North
581,TXN-101246,287,483,2240,36,2,103,,2,22.38,6.7139999999999995,3.04368,41.08968,-6.974000000000004,Bank Transfer,Standard,East
582,TXN-101330,2373,404,2240,36,34,102,,7,267.5,187.25,134.82,1820.07,1115.24,PayPal,Overnight,North
583,TXN-102730,112,589,2240,5,6,388,,5,427.37,64.10549999999999,165.81956,2238.5640599999997,1667.3944999999999,Apple Pay,Store Pickup,West
584,TXN-107039,258,202,2240,45,40,45,,4,270.5,54.1,82.23200000000001,1110.132,787.5000000000001,Google Pay,Express,North
585,TXN-107558,618,5,2240,48,30,413,,6,324.9,155.952,143.47584,1936.92384,549.4679999999998,Google Pay,Express,East
586,TXN-108960,2465,38,2240,42,17,331,,4,137.09,153.54080000000002,31.585536,426.404736,301.3792,Apple Pay,Overnight,South
587,TXN-109528,2812,73,2240,9,16,27,,6,260.73,312.87600000000003,100.12032,1351.6243200000001,998.5440000000001,Bank Transfer,Overnight,Central
588,TXN-110172,2379,487,2240,27,27,276,,13,117.3,274.48199999999997,100.03344,1350.4514399999998,-740.5320000000002,Bank Transfer,Overnight,North
589,TXN-110638,1923,285,2240,38,44,375,,3,226.98,156.6162,41.94590399999999,566.2697039999999,-155.74620000000004,Apple Pay,Overnight,East
590,TXN-111041,725,407,2240,31,2,475,,6,274.76,131.88479999999998,121.33401599999999,1638.009216,737.1551999999999,Bank Transfer,Express,East
591,TXN-111599,1344,551,2240,21,10,149,,9,497.0,268.38,336.3696,4540.9896,2839.2299999999996,Credit Card,Overnight,North
592,TXN-112186,2037,171,2240,33,46,269,,14,99.99,251.97479999999996,91.830816,1239.7160159999999,715.1451999999999,PayPal,Store Pickup,North
593,TXN-112603,2025,293,2240,35,38,453,,8,23.26,0.0,14.886400000000002,200.96640000000002,-1164.8000000000002,Credit Card,Store Pickup,South
594,TXN-113636,2367,518,2240,34,21,326,,13,419.62,0.0,436.4048,5891.464800000001,3329.3,Bank Transfer,Overnight,North
595,TXN-113925,2129,538,2240,46,49,35,,15,173.92,339.14399999999995,181.57248,2451.2284799999998,-368.69399999999996,Bank Transfer,Standard,South
596,TXN-113969,1243,524,2240,13,9,34,,7,156.84,98.8092,79.92566400000001,1078.996464,-645.7891999999998,Credit Card,Overnight,Central
597,TXN-114283,1900,148,2240,27,19,497,,1,480.07,48.007000000000005,34.56504,466.62804,232.773,Google Pay,Store Pickup,West
598,TXN-115249,2109,174,2240,14,17,297,,1,53.31,4.7979,3.880968,52.39306800000001,-52.6679,Google Pay,Standard,South
599,TXN-116566,2625,126,2240,28,42,420,,14,357.39,1250.865,300.2076,4052.8026000000004,1267.5950000000003,Google Pay,Standard,West
600,TXN-117952,2864,133,2240,11,27,209,,7,281.12,413.2464,124.36748800000001,1678.9610880000002,1509.5836000000002,Credit Card,Overnight,South
601,TXN-118241,602,96,2240,46,9,243,,6,75.82,77.3364,30.206687999999996,407.7902879999999,-116.93640000000005,PayPal,Overnight,North
602,TXN-118344,1265,337,2240,2,21,231,,1,59.8,2.99,4.5447999999999995,61.3548,-120.06,Google Pay,Overnight,North
603,TXN-120850,545,138,2240,38,5,128,,4,11.41,11.41,2.7384000000000004,36.9684,-552.17,PayPal,Overnight,South
604,TXN-121930,599,108,2240,10,33,271,,7,308.35,625.9505,122.59996000000002,1655.0994600000004,137.8195000000003,PayPal,Overnight,South
605,TXN-122624,2274,410,2240,49,27,106,,7,374.45,183.48050000000003,195.01356,2632.68306,697.8194999999998,PayPal,Express,East
606,TXN-122916,2636,265,2240,29,40,427,,6,196.9,283.536,71.82912,969.69312,11.484000000000151,Google Pay,Overnight,South
607,TXN-123078,1796,251,2240,30,21,79,,11,180.85,238.72199999999998,140.05024,1890.67824,936.5179999999999,Credit Card,Express,East
608,TXN-123214,1644,46,2240,9,15,225,,2,217.66,69.6512,29.253504,394.922304,334.7888,Credit Card,Express,East
609,TXN-123451,2219,325,2240,20,33,117,,14,282.58,632.9792,265.851264,3588.992064,1402.2008,Google Pay,Store Pickup,East
610,TXN-124297,2940,51,2240,18,47,155,,13,499.88,129.9688,509.477696,6877.948896,3743.7711999999997,Google Pay,Express,South
611,TXN-124872,1172,305,2240,39,39,394,,11,167.67,313.54290000000003,122.466168,1653.293268,1350.7571,Apple Pay,Express,Central
612,TXN-126787,2914,319,2240,31,14,248,,8,285.59,365.55519999999996,153.53318399999998,2072.697984,794.7647999999997,Google Pay,Store Pickup,South
613,TXN-127094,752,135,2240,12,49,120,,14,100.59,239.4042,93.508464,1262.364264,842.9358,Google Pay,Standard,West
614,TXN-127905,1880,347,2240,13,50,13,,14,149.77,377.42040000000003,137.54876800000002,1856.9083680000003,-253.80039999999963,Apple Pay,Store Pickup,South
615,TXN-128396,643,201,2240,41,39,90,,4,284.26,307.0008,66.40313599999999,896.442336,21.15919999999994,Credit Card,Standard,North
616,TXN-130294,1868,475,2240,7,13,245,,4,302.13,241.704,77.34528,1044.16128,506.41600000000005,PayPal,Express,Central
617,TXN-131514,2703,188,2240,23,20,457,,14,426.74,477.94880000000006,439.71289600000006,5936.1240960000005,4990.171200000001,Google Pay,Express,North
618,TXN-133128,2935,576,2240,26,23,196,,4,305.53,305.53,73.32719999999999,989.9171999999999,165.4699999999999,Google Pay,Express,West
619,TXN-134292,1689,445,2240,50,15,322,,4,298.95,322.866,69.83472,942.76872,395.614,Bank Transfer,Store Pickup,North
620,TXN-134992,534,202,2240,29,29,246,,12,270.5,97.38,251.8896,3400.5096,2427.42,Bank Transfer,Store Pickup,South
621,TXN-135641,1391,270,2240,32,6,285,,3,188.95,79.359,38.99927999999999,526.4902799999999,-127.11900000000009,Credit Card,Overnight,East
622,TXN-135753,1260,135,2240,50,21,209,,10,100.59,181.062,65.98704000000001,890.8250400000001,592.038,Google Pay,Overnight,North
623,TXN-136274,1461,222,2240,6,12,192,,6,82.7,84.35400000000001,32.94768,444.79368,160.20600000000002,PayPal,Express,East
624,TXN-137155,1655,309,2240,39,13,256,,3,457.39,260.7123,88.91661599999999,1200.374316,545.1777,Apple Pay,Overnight,Central
625,TXN-138509,1614,544,2240,34,50,69,,3,425.6,114.912,92.95104000000002,1254.83904,526.6680000000001,Apple Pay,Store Pickup,West
626,TXN-139276,1517,421,2240,39,6,8,,6,453.37,598.4484000000001,169.741728,2291.513328,1404.4716,Bank Transfer,Express,North
627,TXN-140314,2851,200,2240,36,29,451,,12,82.28,197.472,63.19104,853.0790400000001,23.927999999999997,PayPal,Overnight,West
628,TXN-140474,40,570,2240,19,6,283,,14,405.33,1532.1474,331.397808,4473.870408,1999.6326,Apple Pay,Express,West
629,TXN-140729,2187,302,2240,29,21,149,,1,228.79,25.1669,16.289848,219.912948,-3.596900000000005,Bank Transfer,Standard,East
630,TXN-141189,1155,398,2240,34,26,93,,4,17.54,9.1208,4.8831359999999995,65.92233599999999,-294.4408,PayPal,Standard,East
631,TXN-141307,978,209,2240,45,27,362,,7,140.19,215.8926,61.23499199999999,826.672392,70.47739999999988,Credit Card,Express,West
632,TXN-142307,1147,577,2240,26,5,462,,14,151.9,170.128,156.51776,2112.98976,1716.0919999999999,Google Pay,Standard,West
633,TXN-143276,1378,71,2240,37,34,315,,12,183.48,462.36959999999993,139.151232,1878.5416319999997,-610.9296000000004,Credit Card,Store Pickup,East
634,TXN-143905,1364,155,2240,14,36,344,,5,452.13,610.3755000000001,132.02196,1782.29646,1227.6745,Google Pay,Express,West
635,TXN-146251,43,229,2240,13,18,363,,2,153.1,36.744,21.55648,291.01248000000004,-229.144,PayPal,Store Pickup,North
636,TXN-146533,2754,6,2240,23,17,471,,2,26.56,4.780799999999999,3.867136,52.206336,-61.6608,Apple Pay,Express,North
637,TXN-147045,685,334,2240,38,19,148,,2,13.88,3.0536000000000003,1.9765120000000003,26.682912,-100.89359999999999,Google Pay,Overnight,Central
638,TXN-147177,284,562,2240,23,9,416,,2,196.93,86.64920000000001,24.576864,331.787664,-21.769200000000012,PayPal,Standard,South
639,TXN-147271,406,216,2240,2,21,499,,6,11.67,21.005999999999997,3.9211199999999997,52.93512,-390.606,Google Pay,Express,North
640,TXN-147389,2447,288,2240,16,30,391,,7,373.13,626.8584,158.804128,2143.8557279999995,1239.8316,PayPal,Store Pickup,Central
641,TXN-149319,2434,479,2240,27,10,144,,6,416.76,675.1512,146.032704,1971.441504,838.0487999999999,Google Pay,Express,Central
642,TXN-100210,546,124,2241,16,46,471,,8,191.33,306.12800000000004,97.96096000000001,1322.4729600000003,-414.0479999999998,Bank Transfer,Standard,South
643,TXN-101554,2390,437,2241,30,6,500,,15,324.98,584.964,343.17888000000005,4632.914880000001,3891.486000000001,PayPal,Overnight,East
644,TXN-102307,1824,536,2241,35,12,391,,14,281.19,747.9653999999999,255.095568,3443.790168,343.3345999999997,Apple Pay,Store Pickup,East
645,TXN-102384,779,424,2241,33,8,120,,3,66.07,31.713599999999996,13.319711999999999,179.816112,128.1864,PayPal,Overnight,East
646,TXN-102576,972,345,2241,46,32,419,,7,71.16,34.8684,37.060128,500.311728,54.80160000000001,Credit Card,Store Pickup,West
647,TXN-103176,150,417,2241,50,23,206,,12,109.69,223.76760000000002,87.400992,1179.9133920000002,-1209.6875999999997,PayPal,Store Pickup,North
648,TXN-103425,2278,456,2241,24,4,219,,5,167.71,83.85500000000002,60.375600000000006,815.0706,-171.65499999999997,Credit Card,Store Pickup,East
649,TXN-103844,2876,311,2241,7,29,180,,7,426.08,238.6048,219.516416,2963.471616,1455.1151999999997,Bank Transfer,Overnight,South
650,TXN-104114,963,410,2241,47,6,385,,12,374.45,449.34,323.52479999999997,4367.5848,1061.4599999999991,Bank Transfer,Standard,Central
651,TXN-105173,1157,376,2241,10,47,250,,6,66.87,32.0976,29.529792000000004,398.652192,-770.6976,Credit Card,Standard,East
652,TXN-105506,2384,62,2241,8,31,434,,3,472.42,127.5534,103.176528,1392.883128,687.3065999999999,Bank Transfer,Store Pickup,North
653,TXN-105820,458,10,2241,5,16,415,,8,307.22,688.1728000000002,141.566976,1911.154176,7.427199999999857,Apple Pay,Overnight,South
654,TXN-106995,2292,227,2241,36,45,41,,1,336.45,84.1125,20.186999999999998,272.5245,41.09749999999997,Apple Pay,Store Pickup,South
655,TXN-107124,144,414,2241,24,50,456,,10,29.91,5.982,23.44944,316.56744,186.618,Google Pay,Overnight,South
656,TXN-108112,970,205,2241,1,21,75,,11,191.65,316.2225,143.3542,1935.2817,464.3375000000001,PayPal,Standard,South
657,TXN-108174,472,517,2241,39,49,465,,3,75.85,45.51,14.5632,196.6032,-125.85,PayPal,Overnight,Central
658,TXN-108347,1381,265,2241,33,22,172,,9,196.9,318.978,116.24976000000001,1569.37176,123.55200000000013,Google Pay,Standard,West
659,TXN-108578,1181,442,2241,13,38,340,,4,309.54,260.0136,78.25171200000001,1056.398112,26.10640000000012,PayPal,Standard,Central
660,TXN-108600,1213,556,2241,35,17,300,,7,488.89,992.4467,194.382664,2624.1659640000003,1687.7133,Bank Transfer,Overnight,Central
661,TXN-109374,13,204,2241,36,6,417,,8,400.07,704.1232,199.714944,2696.151744,1669.7168,Bank Transfer,Overnight,North
662,TXN-110303,778,337,2241,2,24,63,,4,59.8,57.407999999999994,14.54336,196.33536,-525.688,Google Pay,Store Pickup,West
663,TXN-112870,2023,545,2241,18,42,83,,3,217.07,58.6089,47.408088000000006,640.0091880000001,62.98110000000008,Apple Pay,Overnight,South
664,TXN-112975,1594,283,2241,29,3,296,,1,20.52,4.5144,1.280448,17.286048,-198.99439999999998,Google Pay,Standard,West
665,TXN-113761,569,592,2241,31,27,469,,12,480.9,1038.744,378.56447999999995,5110.62048,4182.696,Google Pay,Express,West
666,TXN-114571,1624,223,2241,21,12,269,,8,188.16,286.0032,97.54214400000001,1316.818944,250.87680000000012,Google Pay,Store Pickup,West
667,TXN-115045,2311,489,2241,49,33,327,,13,231.76,210.90160000000003,224.158272,3026.136672,679.8584000000001,PayPal,Standard,Central
668,TXN-117504,624,358,2241,24,34,384,,5,407.33,570.2620000000001,117.31103999999999,1583.69904,473.73799999999994,Bank Transfer,Express,East
669,TXN-120831,119,536,2241,21,25,19,,7,281.19,433.0326,122.823792,1658.1211919999998,112.61739999999986,PayPal,Store Pickup,North
670,TXN-121503,853,377,2241,50,15,280,,4,207.04,74.53439999999999,60.290048,813.9156479999999,52.34559999999999,PayPal,Store Pickup,North
671,TXN-122231,1220,256,2241,6,17,416,,12,170.14,326.6688,137.200896,1852.212096,-988.7088000000003,Credit Card,Overnight,South
672,TXN-122454,249,268,2241,9,10,305,,6,264.95,365.631,97.92552,1321.99452,968.709,PayPal,Store Pickup,East
673,TXN-122639,2925,109,2241,49,43,275,,12,441.74,901.1496000000001,351.97843200000005,4751.708832,4305.0504,PayPal,Standard,Central
674,TXN-122968,2516,435,2241,2,1,402,,8,36.29,87.09599999999999,16.25792,219.48192,-1259.816,Google Pay,Express,North
675,TXN-123571,1965,187,2241,16,4,17,,12,27.7,29.915999999999997,24.198719999999998,326.68271999999996,-368.676,Bank Transfer,Express,Central
676,TXN-123772,2025,519,2241,25,9,226,,10,383.88,460.656,270.25152,3648.39552,2008.2440000000001,Apple Pay,Standard,South
677,TXN-125486,2716,330,2241,49,34,337,,9,89.38,225.23760000000001,46.334591999999994,625.516992,-1402.2576000000001,Credit Card,Express,East
678,TXN-125548,524,486,2241,9,34,442,,14,479.37,604.0062,488.573904,6595.747704,5925.593800000001,Google Pay,Overnight,West
679,TXN-125874,1453,468,2241,22,29,260,,11,248.47,327.9804,192.41516800000002,2597.604768,1523.0996000000002,Google Pay,Store Pickup,Central
680,TXN-126504,2919,161,2241,46,8,245,,8,176.49,14.119200000000001,111.824064,1509.624864,499.1608,Bank Transfer,Standard,East
681,TXN-126761,2762,371,2241,37,18,412,,14,233.9,687.6659999999999,206.95472,2793.8887200000004,-416.62599999999975,PayPal,Standard,North
682,TXN-127428,607,77,2241,45,45,422,,8,449.07,107.7768,278.782656,3763.5658559999997,1496.1431999999998,Bank Transfer,Overnight,Central
683,TXN-127471,675,262,2241,48,25,59,,12,155.35,18.642,147.64463999999998,1993.2026399999997,1245.9179999999997,Apple Pay,Express,South
684,TXN-128008,2341,211,2241,22,16,111,,12,120.74,333.2424,89.251008,1204.888608,-1769.8824,Credit Card,Overnight,Central
685,TXN-128258,953,161,2241,47,43,196,,3,176.49,100.5993,34.309656000000004,463.1803560000001,91.88070000000005,Bank Transfer,Standard,East
686,TXN-128680,1979,428,2241,26,24,103,,13,215.29,811.6433,158.970136,2146.096836,1225.3267,Bank Transfer,Store Pickup,West
687,TXN-128849,2644,272,2241,21,46,146,,4,125.14,95.10640000000001,32.436288,437.889888,173.0136,Apple Pay,Standard,East
688,TXN-128890,2798,185,2241,43,20,150,,3,334.62,150.579,68.26248,921.5434799999999,724.011,Credit Card,Store Pickup,South
689,TXN-128974,2607,15,2241,39,47,336,,7,96.02,181.4778,39.252976,529.915176,-328.40780000000007,Apple Pay,Standard,Central
690,TXN-130358,170,166,2241,20,9,37,,2,455.56,164.0016,59.76947200000001,806.887872,400.95840000000004,PayPal,Overnight,Central
691,TXN-130471,343,265,2241,37,26,92,,13,196.9,358.35800000000006,176.10736,2377.44936,280.8520000000003,Bank Transfer,Express,East
692,TXN-130581,1791,301,2241,27,42,449,,4,399.96,479.95199999999994,89.59103999999999,1209.47904,989.3679999999999,Google Pay,Store Pickup,South
693,TXN-130817,2279,27,2241,12,33,498,,14,391.82,1371.37,329.12879999999996,4443.238799999999,1541.0499999999997,Bank Transfer,Express,North
694,TXN-130935,1061,452,2241,9,4,417,,11,278.04,275.2596,222.654432,3005.834832,912.4104000000002,Bank Transfer,Store Pickup,West
695,TXN-131316,2180,591,2241,26,9,316,,1,47.35,10.417,2.95464,39.88764,-153.547,Google Pay,Express,West
696,TXN-132166,49,214,2241,7,3,175,,5,65.09,52.07200000000001,21.870240000000003,295.24824000000007,10.728000000000065,PayPal,Express,South
697,TXN-133307,1181,220,2241,40,10,307,,1,455.13,100.1286,28.400112,383.40151199999997,301.3814,Google Pay,Store Pickup,East
698,TXN-134842,2669,416,2241,50,18,16,,1,255.61,10.224400000000001,19.630848,265.016448,54.37560000000002,PayPal,Standard,North
699,TXN-135169,1587,282,2241,29,32,245,,5,59.99,71.988,18.23696,246.19896,-12.038000000000011,Bank Transfer,Express,North
700,TXN-135589,1448,482,2241,23,34,251,,3,399.41,47.9292,92.024064,1242.324864,1125.0708,Apple Pay,Store Pickup,South
701,TXN-135890,312,244,2241,48,50,31,,9,285.89,77.1903,199.66557599999996,2695.4852759999994,1445.1596999999997,Apple Pay,Express,South
702,TXN-135936,521,474,2241,4,29,322,,5,12.95,16.1875,3.8850000000000002,52.4475,-941.9875000000001,PayPal,Express,East
703,TXN-137266,2498,297,2241,35,3,298,,6,273.24,196.7328,115.416576,1558.1237760000001,840.1872000000001,Bank Transfer,Standard,South
704,TXN-137770,169,278,2241,37,1,298,,2,474.11,218.09060000000002,58.410352,788.539752,482.24940000000004,Bank Transfer,Store Pickup,East
705,TXN-138119,2578,150,2241,7,37,246,,1,114.53,3.4358999999999997,8.887528,119.981628,-109.9059,Bank Transfer,Overnight,North
706,TXN-138334,1780,488,2241,38,15,483,,14,67.76,218.18720000000002,58.436224,788.8890240000001,-669.1271999999999,Apple Pay,Express,South
707,TXN-139210,2008,484,2241,28,30,340,,9,345.77,560.1474,204.142608,2755.925208,431.11259999999993,Bank Transfer,Express,Central
708,TXN-140154,1514,511,2241,18,36,469,,4,442.88,336.5888,114.794496,1549.725696,1088.0511999999999,Google Pay,Express,North
709,TXN-140714,1078,587,2241,37,39,177,,4,40.43,12.9376,11.902592,160.684992,-281.8976,Apple Pay,Store Pickup,North
710,TXN-141038,314,170,2241,33,14,490,,10,170.76,204.91199999999998,120.21503999999999,1622.90304,918.6879999999999,Apple Pay,Standard,East
711,TXN-142311,1870,62,2241,21,5,140,,4,472.42,434.62640000000005,116.404288,1571.457888,651.8535999999999,Credit Card,Store Pickup,West
712,TXN-142977,1243,574,2241,20,14,419,,1,378.23,11.3469,29.350648000000003,396.233748,181.8531,Apple Pay,Express,South
713,TXN-143125,1872,476,2241,31,24,301,,8,38.31,55.1664,20.105088000000002,271.41868800000003,-717.0863999999999,Bank Transfer,Store Pickup,East
714,TXN-143378,379,575,2241,37,50,69,,2,16.06,6.4239999999999995,2.0556799999999997,27.751679999999997,-43.804,Apple Pay,Standard,West
715,TXN-143422,2609,308,2241,10,2,102,,13,447.55,1396.356,353.74352000000005,4775.537520000001,2212.7040000000006,Credit Card,Standard,West
716,TXN-143682,560,168,2241,18,5,320,,2,138.76,8.3256,21.535552,290.72995199999997,-122.16560000000004,Bank Transfer,Standard,South
717,TXN-143800,2635,181,2241,36,43,273,,2,288.8,173.28,32.345600000000005,436.66560000000004,167.08000000000004,PayPal,Store Pickup,West
718,TXN-144371,2086,133,2241,7,12,479,,9,281.12,480.7152,163.949184,2213.313984,1991.4948,PayPal,Standard,South
719,TXN-145400,2300,304,2241,18,39,145,,6,40.57,53.552400000000006,15.189408,205.057008,-351.4523999999999,PayPal,Standard,South
720,TXN-146356,1385,371,2241,16,44,166,,10,233.9,561.36,142.2112,1919.8511999999998,-367.7600000000002,Google Pay,Store Pickup,East
721,TXN-146655,84,577,2241,1,44,58,,14,151.9,106.33,161.6216,2181.8916,1779.8899999999999,PayPal,Express,North
722,TXN-146915,2560,595,2241,46,21,152,,11,11.32,24.904000000000003,7.969280000000001,107.58528000000001,-723.624,Google Pay,Store Pickup,South
723,TXN-148274,257,212,2241,32,36,291,,14,466.64,849.2848,454.694016,6138.369216,5341.3751999999995,PayPal,Standard,Central
724,TXN-148832,1475,417,2241,37,18,469,,7,109.69,199.6358,45.455535999999995,613.6497359999998,-774.7558000000001,Apple Pay,Overnight,Central
725,TXN-149130,902,521,2241,32,3,377,,7,64.34,63.053200000000004,30.986144,418.312944,-822.6232,PayPal,Store Pickup,East
726,TXN-149776,974,534,2241,4,47,43,,13,118.84,139.0428,112.47017600000001,1518.3473760000002,-268.1328000000001,Apple Pay,Standard,Central
727,TXN-100297,197,85,2242,16,18,5,,13,196.77,486.0219000000001,165.759048,2237.747148,1012.0980999999999,Google Pay,Standard,South
728,TXN-103391,981,439,2242,44,23,57,,15,405.08,1154.478,393.73776,5315.45976,2186.022,Credit Card,Store Pickup,Central
729,TXN-105056,535,274,2242,10,13,449,,5,236.66,343.157,67.21144000000001,907.3544400000001,-135.70699999999988,Apple Pay,Overnight,East
730,TXN-105366,442,101,2242,12,38,108,,8,351.25,646.3000000000001,173.09599999999998,2336.796,693.8599999999999,Apple Pay,Store Pickup,Central
731,TXN-105532,1431,217,2242,36,30,129,,15,40.81,6.121500000000001,48.48228000000001,654.5107800000002,-2877.8714999999993,Google Pay,Store Pickup,West
732,TXN-105624,1950,21,2242,47,14,254,,12,130.78,251.09760000000003,105.460992,1423.723392,-1390.8575999999998,Credit Card,Overnight,West
733,TXN-106028,1128,97,2242,37,33,182,,14,456.25,0.0,511.0,6898.5,3395.84,Apple Pay,Overnight,Central
734,TXN-106145,754,121,2242,8,25,247,,11,278.39,30.6229,242.53336800000002,3274.200468,772.5971,Bank Transfer,Express,West
735,TXN-106169,1785,279,2242,20,23,352,,14,489.87,411.4908,515.735136,6962.424336000001,5967.749200000001,Google Pay,Store Pickup,North
736,TXN-107254,1163,453,2242,41,34,273,,3,337.87,304.08299999999997,56.76216,766.28916,479.06700000000006,PayPal,Express,West
737,TXN-107667,1828,89,2242,47,34,307,,13,195.7,432.497,168.92824000000002,2280.5312400000003,2022.163,Apple Pay,Store Pickup,South
738,TXN-108133,2283,570,2242,3,50,428,,11,405.33,1337.589,249.68328000000002,3370.7242800000004,1437.381,Credit Card,Express,West
739,TXN-108870,1000,498,2242,4,29,453,,15,417.51,626.265,450.91079999999994,6087.295799999999,2663.084999999999,Credit Card,Overnight,West
740,TXN-110029,80,530,2242,26,46,377,,4,191.16,206.4528,44.654976,602.842176,317.30719999999997,Apple Pay,Store Pickup,East
741,TXN-110318,238,515,2242,1,9,298,,7,94.33,19.809299999999997,51.240055999999996,691.7407559999999,-99.67930000000001,Credit Card,Standard,South
742,TXN-110394,884,24,2242,25,27,336,,2,257.9,149.58199999999997,29.297439999999998,395.51543999999996,77.43799999999999,Apple Pay,Overnight,South
743,TXN-110761,1866,136,2242,35,35,31,,2,140.47,61.8068,17.530656,236.66385599999998,129.39319999999998,Bank Transfer,Standard,Central
744,TXN-111544,1566,494,2242,27,13,408,,1,479.13,23.956500000000002,36.41388,491.58738,390.2235,Apple Pay,Standard,Central
745,TXN-111720,86,407,2242,4,46,213,,11,274.76,362.68319999999994,212.77414399999998,2872.4509439999997,1230.5567999999998,Bank Transfer,Overnight,West
